1;GRACE-FO-1;1804701;43476
1;GRACE-FO-2;1804702;43476
2;ICESat-2;1807001;43613
3;CryoSat-2;1001301;36508
4;PAZ;1802001;43215
5;TanDEM-X;1003001;36605
6;TerraSAR-X;0702601;31698
7;SNET-4;1801409;43186
7;SNET-4;1801409;43186
7;SNET-4;1801409;43186
7;SNET-4;1801409;43186
7;SNET-4;1801409;43187
7;SNET-4;1801409;43187
7;SNET-4;1801409;43187
7;SNET-4;1801409;43187
7;SNET-4;1801409;43188
7;SNET-4;1801409;43188
7;SNET-4;1801409;43188
7;SNET-4;1801409;43188
7;SNET-4;1801409;43189
7;SNET-4;1801409;43189
7;SNET-4;1801409;43189
7;SNET-4;1801409;43189
8;SNET-3;1801408;43186
8;SNET-3;1801408;43186
8;SNET-3;1801408;43186
8;SNET-3;1801408;43186
8;SNET-3;1801408;43187
8;SNET-3;1801408;43187
8;SNET-3;1801408;43187
8;SNET-3;1801408;43187
8;SNET-3;1801408;43188
8;SNET-3;1801408;43188
8;SNET-3;1801408;43188
8;SNET-3;1801408;43188
8;SNET-3;1801408;43189
8;SNET-3;1801408;43189
8;SNET-3;1801408;43189
8;SNET-3;1801408;43189
9;SNET-2;1801407;43186
9;SNET-2;1801407;43186
9;SNET-2;1801407;43186
9;SNET-2;1801407;43186
9;SNET-2;1801407;43187
9;SNET-2;1801407;43187
9;SNET-2;1801407;43187
9;SNET-2;1801407;43187
9;SNET-2;1801407;43188
9;SNET-2;1801407;43188
9;SNET-2;1801407;43188
9;SNET-2;1801407;43188
9;SNET-2;1801407;43189
9;SNET-2;1801407;43189
9;SNET-2;1801407;43189
9;SNET-2;1801407;43189
10;SNET-1;1801410;43186
10;SNET-1;1801410;43186
10;SNET-1;1801410;43186
10;SNET-1;1801410;43186
10;SNET-1;1801410;43187
10;SNET-1;1801410;43187
10;SNET-1;1801410;43187
10;SNET-1;1801410;43187
10;SNET-1;1801410;43188
10;SNET-1;1801410;43188
10;SNET-1;1801410;43188
10;SNET-1;1801410;43188
10;SNET-1;1801410;43189
10;SNET-1;1801410;43189
10;SNET-1;1801410;43189
10;SNET-1;1801410;43189
11;TechnoSat;1704205;42829
12;STSAT-2C;1300301;39068
13;Sentinel-3B;1803901;41335
13;Sentinel-3B;1803901;41335
13;Sentinel-3B;1803901;43437
13;Sentinel-3B;1803901;43437
14;Sentinel-3A;1601101;41335
14;Sentinel-3A;1601101;41335
14;Sentinel-3A;1601101;43437
14;Sentinel-3A;1601101;43437
15;Swarm-A;1306702;39451
15;Swarm-A;1306702;39451
15;Swarm-A;1306702;39452
15;Swarm-A;1306702;39452
15;Swarm-A;1306702;39453
15;Swarm-A;1306702;39453
15;Swarm-C;1306703;39451
15;Swarm-C;1306703;39451
15;Swarm-C;1306703;39452
15;Swarm-C;1306703;39452
15;Swarm-C;1306703;39453
15;Swarm-C;1306703;39453
16;Swarm-B;1306701;39451
16;Swarm-B;1306701;39451
16;Swarm-B;1306701;39452
16;Swarm-B;1306701;39452
16;Swarm-B;1306701;39453
16;Swarm-B;1306701;39453
17;KOMPSAT-5;1304201;39227
18;SARAL;1300901;39086
19;HY-2B;1808101;37781
19;HY-2B;1808101;37781
19;HY-2B;1808101;43655
19;HY-2B;1808101;43655
20;HY-2A;1104301;37781
20;HY-2A;1104301;37781
20;HY-2A;1104301;43655
20;HY-2A;1104301;43655
21;Jason-3;1600201;41240
22;Geo-IK-2;1603401;UNKNOWN
23;Larets;0304206;27944
24;Starlette;7501001;22824
24;Starlette;7501001;22824
24;Starlette;7501001;7646
24;Starlette;7501001;7646
25;Stella;9306102;22824
25;Stella;9306102;22824
25;Stella;9306102;7646
25;Stella;9306102;7646
26;LARES;1200601;38077
27;LAGEOS-2;9207002;22195
27;LAGEOS-2;9207002;22195
27;LAGEOS-2;9207002;8820
27;LAGEOS-2;9207002;8820
28;LAGEOS-1;7603901;22195
28;LAGEOS-1;7603901;22195
28;LAGEOS-1;7603901;8820
28;LAGEOS-1;7603901;8820
29;Etalon-1;8900103;20026
29;Etalon-1;8900103;20026
30;Etalon-2;8903903;20026
30;Etalon-2;8903903;20026
31;Ajisai;8606101;16908
33;Galileo-102;1106002;37846
33;Galileo-102;1106002;37846
33;Galileo-102;1106002;37846
33;Galileo-102;1106002;37846
33;Galileo-102;1106002;37847
33;Galileo-102;1106002;37847
33;Galileo-102;1106002;37847
33;Galileo-102;1106002;37847
33;Galileo-102;1106002;38857
33;Galileo-102;1106002;38857
33;Galileo-102;1106002;38857
33;Galileo-102;1106002;38857
33;Galileo-102;1106002;38858
33;Galileo-102;1106002;38858
33;Galileo-102;1106002;38858
33;Galileo-102;1106002;38858
33;Galileo-102;1106002;40128
33;Galileo-102;1106002;40128
33;Galileo-102;1106002;40128
33;Galileo-102;1106002;40128
33;Galileo-102;1106002;40129
33;Galileo-102;1106002;40129
33;Galileo-102;1106002;40129
33;Galileo-102;1106002;40129
33;Galileo-102;1106002;40544
33;Galileo-102;1106002;40544
33;Galileo-102;1106002;40544
33;Galileo-102;1106002;40544
33;Galileo-102;1106002;40545
33;Galileo-102;1106002;40545
33;Galileo-102;1106002;40545
33;Galileo-102;1106002;40545
33;Galileo-102;1106002;40889
33;Galileo-102;1106002;40889
33;Galileo-102;1106002;40889
33;Galileo-102;1106002;40889
33;Galileo-102;1106002;40890
33;Galileo-102;1106002;40890
33;Galileo-102;1106002;40890
33;Galileo-102;1106002;40890
33;Galileo-102;1106002;41174
33;Galileo-102;1106002;41174
33;Galileo-102;1106002;41174
33;Galileo-102;1106002;41174
33;Galileo-102;1106002;41175
33;Galileo-102;1106002;41175
33;Galileo-102;1106002;41175
33;Galileo-102;1106002;41175
33;Galileo-102;1106002;41549
33;Galileo-102;1106002;41549
33;Galileo-102;1106002;41549
33;Galileo-102;1106002;41549
33;Galileo-102;1106002;41550
33;Galileo-102;1106002;41550
33;Galileo-102;1106002;41550
33;Galileo-102;1106002;41550
33;Galileo-102;1106002;41859
33;Galileo-102;1106002;41859
33;Galileo-102;1106002;41859
33;Galileo-102;1106002;41859
33;Galileo-102;1106002;41860
33;Galileo-102;1106002;41860
33;Galileo-102;1106002;41860
33;Galileo-102;1106002;41860
33;Galileo-102;1106002;41861
33;Galileo-102;1106002;41861
33;Galileo-102;1106002;41861
33;Galileo-102;1106002;41861
33;Galileo-102;1106002;41862
33;Galileo-102;1106002;41862
33;Galileo-102;1106002;41862
33;Galileo-102;1106002;41862
33;Galileo-102;1106002;43055
33;Galileo-102;1106002;43055
33;Galileo-102;1106002;43055
33;Galileo-102;1106002;43055
33;Galileo-102;1106002;43056
33;Galileo-102;1106002;43056
33;Galileo-102;1106002;43056
33;Galileo-102;1106002;43056
33;Galileo-102;1106002;43057
33;Galileo-102;1106002;43057
33;Galileo-102;1106002;43057
33;Galileo-102;1106002;43057
33;Galileo-102;1106002;43058
33;Galileo-102;1106002;43058
33;Galileo-102;1106002;43058
33;Galileo-102;1106002;43058
33;Galileo-102;1106002;43564
33;Galileo-102;1106002;43564
33;Galileo-102;1106002;43564
33;Galileo-102;1106002;43564
33;Galileo-102;1106002;43565
33;Galileo-102;1106002;43565
33;Galileo-102;1106002;43565
33;Galileo-102;1106002;43565
33;Galileo-102;1106002;43566
33;Galileo-102;1106002;43566
33;Galileo-102;1106002;43566
33;Galileo-102;1106002;43566
33;Galileo-102;1106002;43567
33;Galileo-102;1106002;43567
33;Galileo-102;1106002;43567
33;Galileo-102;1106002;43567
34;BeiDou-3M2;1706902;31115
34;BeiDou-3M2;1706902;31115
34;BeiDou-3M2;1706902;31115
34;BeiDou-3M2;1706902;31115
34;BeiDou-3M2;1706902;37384
34;BeiDou-3M2;1706902;37384
34;BeiDou-3M2;1706902;37384
34;BeiDou-3M2;1706902;37384
34;BeiDou-3M2;1706902;37763
34;BeiDou-3M2;1706902;37763
34;BeiDou-3M2;1706902;37763
34;BeiDou-3M2;1706902;37763
34;BeiDou-3M2;1706902;37948
34;BeiDou-3M2;1706902;37948
34;BeiDou-3M2;1706902;37948
34;BeiDou-3M2;1706902;37948
34;BeiDou-3M2;1706902;38250
34;BeiDou-3M2;1706902;38250
34;BeiDou-3M2;1706902;38250
34;BeiDou-3M2;1706902;38250
34;BeiDou-3M2;1706902;40748
34;BeiDou-3M2;1706902;40748
34;BeiDou-3M2;1706902;40748
34;BeiDou-3M2;1706902;40748
34;BeiDou-3M2;1706902;40749
34;BeiDou-3M2;1706902;40749
34;BeiDou-3M2;1706902;40749
34;BeiDou-3M2;1706902;40749
34;BeiDou-3M2;1706902;40938
34;BeiDou-3M2;1706902;40938
34;BeiDou-3M2;1706902;40938
34;BeiDou-3M2;1706902;40938
34;BeiDou-3M2;1706902;41315
34;BeiDou-3M2;1706902;41315
34;BeiDou-3M2;1706902;41315
34;BeiDou-3M2;1706902;41315
34;BeiDou-3M2;1706902;41434
34;BeiDou-3M2;1706902;41434
34;BeiDou-3M2;1706902;41434
34;BeiDou-3M2;1706902;41434
34;BeiDou-3M2;1706902;43001
34;BeiDou-3M2;1706902;43001
34;BeiDou-3M2;1706902;43001
34;BeiDou-3M2;1706902;43001
34;BeiDou-3M2;1706902;43002
34;BeiDou-3M2;1706902;43002
34;BeiDou-3M2;1706902;43002
34;BeiDou-3M2;1706902;43002
34;BeiDou-3M2;1706902;43208
34;BeiDou-3M2;1706902;43208
34;BeiDou-3M2;1706902;43208
34;BeiDou-3M2;1706902;43208
36;Galileo-202;1405002;37846
36;Galileo-202;1405002;37846
36;Galileo-202;1405002;37846
36;Galileo-202;1405002;37846
36;Galileo-202;1405002;37847
36;Galileo-202;1405002;37847
36;Galileo-202;1405002;37847
36;Galileo-202;1405002;37847
36;Galileo-202;1405002;38857
36;Galileo-202;1405002;38857
36;Galileo-202;1405002;38857
36;Galileo-202;1405002;38857
36;Galileo-202;1405002;38858
36;Galileo-202;1405002;38858
36;Galileo-202;1405002;38858
36;Galileo-202;1405002;38858
36;Galileo-202;1405002;40128
36;Galileo-202;1405002;40128
36;Galileo-202;1405002;40128
36;Galileo-202;1405002;40128
36;Galileo-202;1405002;40129
36;Galileo-202;1405002;40129
36;Galileo-202;1405002;40129
36;Galileo-202;1405002;40129
36;Galileo-202;1405002;40544
36;Galileo-202;1405002;40544
36;Galileo-202;1405002;40544
36;Galileo-202;1405002;40544
36;Galileo-202;1405002;40545
36;Galileo-202;1405002;40545
36;Galileo-202;1405002;40545
36;Galileo-202;1405002;40545
36;Galileo-202;1405002;40889
36;Galileo-202;1405002;40889
36;Galileo-202;1405002;40889
36;Galileo-202;1405002;40889
36;Galileo-202;1405002;40890
36;Galileo-202;1405002;40890
36;Galileo-202;1405002;40890
36;Galileo-202;1405002;40890
36;Galileo-202;1405002;41174
36;Galileo-202;1405002;41174
36;Galileo-202;1405002;41174
36;Galileo-202;1405002;41174
36;Galileo-202;1405002;41175
36;Galileo-202;1405002;41175
36;Galileo-202;1405002;41175
36;Galileo-202;1405002;41175
36;Galileo-202;1405002;41549
36;Galileo-202;1405002;41549
36;Galileo-202;1405002;41549
36;Galileo-202;1405002;41549
36;Galileo-202;1405002;41550
36;Galileo-202;1405002;41550
36;Galileo-202;1405002;41550
36;Galileo-202;1405002;41550
36;Galileo-202;1405002;41859
36;Galileo-202;1405002;41859
36;Galileo-202;1405002;41859
36;Galileo-202;1405002;41859
36;Galileo-202;1405002;41860
36;Galileo-202;1405002;41860
36;Galileo-202;1405002;41860
36;Galileo-202;1405002;41860
36;Galileo-202;1405002;41861
36;Galileo-202;1405002;41861
36;Galileo-202;1405002;41861
36;Galileo-202;1405002;41861
36;Galileo-202;1405002;41862
36;Galileo-202;1405002;41862
36;Galileo-202;1405002;41862
36;Galileo-202;1405002;41862
36;Galileo-202;1405002;43055
36;Galileo-202;1405002;43055
36;Galileo-202;1405002;43055
36;Galileo-202;1405002;43055
36;Galileo-202;1405002;43056
36;Galileo-202;1405002;43056
36;Galileo-202;1405002;43056
36;Galileo-202;1405002;43056
36;Galileo-202;1405002;43057
36;Galileo-202;1405002;43057
36;Galileo-202;1405002;43057
36;Galileo-202;1405002;43057
36;Galileo-202;1405002;43058
36;Galileo-202;1405002;43058
36;Galileo-202;1405002;43058
36;Galileo-202;1405002;43058
36;Galileo-202;1405002;43564
36;Galileo-202;1405002;43564
36;Galileo-202;1405002;43564
36;Galileo-202;1405002;43564
36;Galileo-202;1405002;43565
36;Galileo-202;1405002;43565
36;Galileo-202;1405002;43565
36;Galileo-202;1405002;43565
36;Galileo-202;1405002;43566
36;Galileo-202;1405002;43566
36;Galileo-202;1405002;43566
36;Galileo-202;1405002;43566
36;Galileo-202;1405002;43567
36;Galileo-202;1405002;43567
36;Galileo-202;1405002;43567
36;Galileo-202;1405002;43567
37;BeiDou-3M3;1801802;31115
37;BeiDou-3M3;1801802;31115
37;BeiDou-3M3;1801802;31115
37;BeiDou-3M3;1801802;31115
37;BeiDou-3M3;1801802;37384
37;BeiDou-3M3;1801802;37384
37;BeiDou-3M3;1801802;37384
37;BeiDou-3M3;1801802;37384
37;BeiDou-3M3;1801802;37763
37;BeiDou-3M3;1801802;37763
37;BeiDou-3M3;1801802;37763
37;BeiDou-3M3;1801802;37763
37;BeiDou-3M3;1801802;37948
37;BeiDou-3M3;1801802;37948
37;BeiDou-3M3;1801802;37948
37;BeiDou-3M3;1801802;37948
37;BeiDou-3M3;1801802;38250
37;BeiDou-3M3;1801802;38250
37;BeiDou-3M3;1801802;38250
37;BeiDou-3M3;1801802;38250
37;BeiDou-3M3;1801802;40748
37;BeiDou-3M3;1801802;40748
37;BeiDou-3M3;1801802;40748
37;BeiDou-3M3;1801802;40748
37;BeiDou-3M3;1801802;40749
37;BeiDou-3M3;1801802;40749
37;BeiDou-3M3;1801802;40749
37;BeiDou-3M3;1801802;40749
37;BeiDou-3M3;1801802;40938
37;BeiDou-3M3;1801802;40938
37;BeiDou-3M3;1801802;40938
37;BeiDou-3M3;1801802;40938
37;BeiDou-3M3;1801802;41315
37;BeiDou-3M3;1801802;41315
37;BeiDou-3M3;1801802;41315
37;BeiDou-3M3;1801802;41315
37;BeiDou-3M3;1801802;41434
37;BeiDou-3M3;1801802;41434
37;BeiDou-3M3;1801802;41434
37;BeiDou-3M3;1801802;41434
37;BeiDou-3M3;1801802;43001
37;BeiDou-3M3;1801802;43001
37;BeiDou-3M3;1801802;43001
37;BeiDou-3M3;1801802;43001
37;BeiDou-3M3;1801802;43002
37;BeiDou-3M3;1801802;43002
37;BeiDou-3M3;1801802;43002
37;BeiDou-3M3;1801802;43002
37;BeiDou-3M3;1801802;43208
37;BeiDou-3M3;1801802;43208
37;BeiDou-3M3;1801802;43208
37;BeiDou-3M3;1801802;43208
39;Galileo-209;1507901;37846
39;Galileo-209;1507901;37846
39;Galileo-209;1507901;37846
39;Galileo-209;1507901;37846
39;Galileo-209;1507901;37847
39;Galileo-209;1507901;37847
39;Galileo-209;1507901;37847
39;Galileo-209;1507901;37847
39;Galileo-209;1507901;38857
39;Galileo-209;1507901;38857
39;Galileo-209;1507901;38857
39;Galileo-209;1507901;38857
39;Galileo-209;1507901;38858
39;Galileo-209;1507901;38858
39;Galileo-209;1507901;38858
39;Galileo-209;1507901;38858
39;Galileo-209;1507901;40128
39;Galileo-209;1507901;40128
39;Galileo-209;1507901;40128
39;Galileo-209;1507901;40128
39;Galileo-209;1507901;40129
39;Galileo-209;1507901;40129
39;Galileo-209;1507901;40129
39;Galileo-209;1507901;40129
39;Galileo-209;1507901;40544
39;Galileo-209;1507901;40544
39;Galileo-209;1507901;40544
39;Galileo-209;1507901;40544
39;Galileo-209;1507901;40545
39;Galileo-209;1507901;40545
39;Galileo-209;1507901;40545
39;Galileo-209;1507901;40545
39;Galileo-209;1507901;40889
39;Galileo-209;1507901;40889
39;Galileo-209;1507901;40889
39;Galileo-209;1507901;40889
39;Galileo-209;1507901;40890
39;Galileo-209;1507901;40890
39;Galileo-209;1507901;40890
39;Galileo-209;1507901;40890
39;Galileo-209;1507901;41174
39;Galileo-209;1507901;41174
39;Galileo-209;1507901;41174
39;Galileo-209;1507901;41174
39;Galileo-209;1507901;41175
39;Galileo-209;1507901;41175
39;Galileo-209;1507901;41175
39;Galileo-209;1507901;41175
39;Galileo-209;1507901;41549
39;Galileo-209;1507901;41549
39;Galileo-209;1507901;41549
39;Galileo-209;1507901;41549
39;Galileo-209;1507901;41550
39;Galileo-209;1507901;41550
39;Galileo-209;1507901;41550
39;Galileo-209;1507901;41550
39;Galileo-209;1507901;41859
39;Galileo-209;1507901;41859
39;Galileo-209;1507901;41859
39;Galileo-209;1507901;41859
39;Galileo-209;1507901;41860
39;Galileo-209;1507901;41860
39;Galileo-209;1507901;41860
39;Galileo-209;1507901;41860
39;Galileo-209;1507901;41861
39;Galileo-209;1507901;41861
39;Galileo-209;1507901;41861
39;Galileo-209;1507901;41861
39;Galileo-209;1507901;41862
39;Galileo-209;1507901;41862
39;Galileo-209;1507901;41862
39;Galileo-209;1507901;41862
39;Galileo-209;1507901;43055
39;Galileo-209;1507901;43055
39;Galileo-209;1507901;43055
39;Galileo-209;1507901;43055
39;Galileo-209;1507901;43056
39;Galileo-209;1507901;43056
39;Galileo-209;1507901;43056
39;Galileo-209;1507901;43056
39;Galileo-209;1507901;43057
39;Galileo-209;1507901;43057
39;Galileo-209;1507901;43057
39;Galileo-209;1507901;43057
39;Galileo-209;1507901;43058
39;Galileo-209;1507901;43058
39;Galileo-209;1507901;43058
39;Galileo-209;1507901;43058
39;Galileo-209;1507901;43564
39;Galileo-209;1507901;43564
39;Galileo-209;1507901;43564
39;Galileo-209;1507901;43564
39;Galileo-209;1507901;43565
39;Galileo-209;1507901;43565
39;Galileo-209;1507901;43565
39;Galileo-209;1507901;43565
39;Galileo-209;1507901;43566
39;Galileo-209;1507901;43566
39;Galileo-209;1507901;43566
39;Galileo-209;1507901;43566
39;Galileo-209;1507901;43567
39;Galileo-209;1507901;43567
39;Galileo-209;1507901;43567
39;Galileo-209;1507901;43567
40;BeiDou-3M9;1802901;31115
40;BeiDou-3M9;1802901;31115
40;BeiDou-3M9;1802901;31115
40;BeiDou-3M9;1802901;31115
40;BeiDou-3M9;1802901;37384
40;BeiDou-3M9;1802901;37384
40;BeiDou-3M9;1802901;37384
40;BeiDou-3M9;1802901;37384
40;BeiDou-3M9;1802901;37763
40;BeiDou-3M9;1802901;37763
40;BeiDou-3M9;1802901;37763
40;BeiDou-3M9;1802901;37763
